transaction_id,customer_id,amount,payment_method,failure_code,direction,attempt_number,timestamp,recovered
TXN10233,CUST4612,4391.33,Net Banking,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-10 02:51:22,0
TXN10234,CUST3381,65137.56,UPI,CREDIT_LIMIT_HIT,b2b_receivable,1,2026-08-20 16:40:26,0
TXN10235,CUST4610,74014.53,UPI,PAYMENT_DISPUTE,b2b_receivable,1,2026-08-14 20:06:09,0
TXN10236,CUST7159,320851.03,UPI,PAYMENT_DISPUTE,b2b_receivable,1,2026-08-11 06:00:39,0
TXN10237,CUST6120,6911.24,Net Banking,UPI_TIMEOUT,payment_failure,2,2026-08-31 15:01:29,1
TXN10238,CUST9489,6615.58,Net Banking,PROMO_INVALID,checkout_abandonment,1,2026-08-26 20:22:37,1
TXN10239,CUST6067,10017.8,UPI,INSUFFICIENT_FUNDS,payment_failure,2,2026-08-15 23:30:37,0
TXN10240,CUST9565,787.22,UPI,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-05 05:22:21,0
TXN10241,CUST3188,9652.57,Debit Card,WRONG_OTP,payment_failure,1,2026-08-05 10:08:40,1
TXN10242,CUST1692,5408.03,UPI,CHECKOUT_TIMEOUT,checkout_abandonment,2,2026-08-15 11:06:52,0
TXN10243,CUST9267,3519.18,Credit Card,UPI_TIMEOUT,payment_failure,1,2026-08-15 17:42:04,1
TXN10244,CUST4943,3474.46,Net Banking,SHIPPING_CONFUSION,checkout_abandonment,3,2026-08-24 13:04:23,0
TXN10245,CUST3173,5105.71,Debit Card,CART_ABANDONED,checkout_abandonment,2,2026-08-21 02:58:04,0
TXN10246,CUST1797,1194.97,UPI,UPI_TIMEOUT,payment_failure,1,2026-08-15 13:13:59,1
TXN10247,CUST5982,2108.82,UPI,WRONG_OTP,payment_failure,3,2026-08-13 20:15:40,0
TXN10248,CUST6869,12737.92,UPI,CARD_EXPIRED,payment_failure,2,2026-08-07 04:01:44,0
TXN10249,CUST2679,569.18,Debit Card,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-15 06:48:42,1
TXN10250,CUST6211,4861.45,Net Banking,UPI_TIMEOUT,payment_failure,2,2026-08-08 09:29:20,0
TXN10251,CUST6992,4008.2,Credit Card,PROMO_INVALID,checkout_abandonment,3,2026-08-09 14:21:48,0
TXN10252,CUST2288,12698.21,Credit Card,UPI_TIMEOUT,payment_failure,1,2026-08-14 16:50:03,1
TXN10253,CUST2625,8909.76,Net Banking,UPI_TIMEOUT,payment_failure,1,2026-08-08 13:49:14,1
TXN10254,CUST7086,6930.29,Debit Card,INSUFFICIENT_FUNDS,payment_failure,2,2026-08-17 01:29:44,0
TXN10255,CUST2729,9783.29,UPI,UPI_TIMEOUT,payment_failure,3,2026-08-23 04:13:45,0
TXN10256,CUST1964,3604.93,Credit Card,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-30 12:57:59,0
TXN10257,CUST9283,945.08,UPI,SUBSCRIPTION_PAUSED,subscription_lapsed,1,2026-08-21 13:49:56,1
TXN10258,CUST8717,12616.64,Net Banking,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-27 01:30:41,0
TXN10259,CUST3798,288.56,UPI,MANDATE_REVOKED,subscription_lapsed,1,2026-08-29 23:30:35,0
TXN10260,CUST2079,10247.37,UPI,WRONG_OTP,payment_failure,2,2026-08-17 15:50:50,0
TXN10261,CUST2624,5836.77,Debit Card,WRONG_OTP,payment_failure,1,2026-08-14 21:25:20,0
TXN10262,CUST8424,185275.57,Credit Card,INVOICE_OVERDUE,b2b_receivable,1,2026-08-24 08:47:39,1
TXN10263,CUST3207,3677.57,Credit Card,SHIPPING_CONFUSION,checkout_abandonment,1,2026-08-27 09:42:36,1
TXN10264,CUST7505,1946.46,Debit Card,CHECKOUT_TIMEOUT,checkout_abandonment,1,2026-08-08 18:30:41,1
TXN10265,CUST1379,2557.43,Net Banking,UPI_TIMEOUT,payment_failure,1,2026-08-11 20:16:20,1
TXN10266,CUST6974,12551.84,Credit Card,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-21 14:07:51,1
TXN10267,CUST2742,53159.66,Credit Card,PAYMENT_DISPUTE,b2b_receivable,3,2026-08-13 02:18:29,0
TXN10268,CUST1349,12397.85,UPI,BANK_SERVER_DOWN,payment_failure,2,2026-08-14 22:51:53,0
TXN10269,CUST8005,1519.83,Debit Card,PLAN_UPGRADE_FAILED,subscription_lapsed,3,2026-08-24 22:43:59,0
TXN10270,CUST6546,9497.83,Debit Card,WRONG_OTP,payment_failure,1,2026-08-18 02:21:27,1
TXN10271,CUST6095,1948.85,Debit Card,UPI_TIMEOUT,payment_failure,1,2026-08-05 15:49:45,1
TXN10272,CUST8727,7727.16,UPI,CART_ABANDONED,checkout_abandonment,3,2026-08-24 23:03:07,0
TXN10273,CUST7291,1482.07,UPI,CARD_EXPIRED,payment_failure,1,2026-09-02 19:45:27,0
TXN10274,CUST2885,10511.79,Debit Card,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-19 09:05:49,1
TXN10275,CUST4583,12669.5,Credit Card,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-30 20:27:55,1
TXN10276,CUST3209,3368.06,Net Banking,CART_ABANDONED,checkout_abandonment,2,2026-08-19 18:56:34,1
TXN10277,CUST8277,845.69,Debit Card,WRONG_OTP,payment_failure,2,2026-08-24 06:59:52,1
TXN10278,CUST4337,3114.83,Debit Card,CART_ABANDONED,checkout_abandonment,4,2026-08-24 20:38:20,0
TXN10279,CUST1157,13999.42,UPI,UPI_TIMEOUT,payment_failure,1,2026-08-05 01:58:14,1
TXN10280,CUST8816,3912.29,UPI,CART_ABANDONED,checkout_abandonment,2,2026-08-31 21:20:14,0
TXN10281,CUST2741,5455.41,Debit Card,UPI_TIMEOUT,payment_failure,1,2026-08-29 20:08:03,1
TXN10282,CUST2226,14028.63,Net Banking,UPI_TIMEOUT,payment_failure,3,2026-08-20 02:31:23,0
TXN10283,CUST6241,13726.34,Net Banking,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-17 09:02:54,1
TXN10284,CUST2341,12069.33,Credit Card,WRONG_OTP,payment_failure,2,2026-08-17 23:36:36,0
TXN10285,CUST3859,107049.31,Debit Card,CREDIT_LIMIT_HIT,b2b_receivable,1,2026-08-28 09:30:39,0
TXN10286,CUST2577,5616.87,UPI,CART_ABANDONED,checkout_abandonment,1,2026-08-30 09:28:59,1
TXN10287,CUST3174,1048.28,UPI,MANDATE_EXPIRED,subscription_lapsed,3,2026-08-19 16:51:41,0
TXN10288,CUST1694,2638.77,UPI,MANDATE_REVOKED,subscription_lapsed,1,2026-08-30 17:34:07,0
TXN10289,CUST4982,1587.84,Debit Card,CART_ABANDONED,checkout_abandonment,2,2026-08-21 01:27:36,0
TXN10290,CUST1040,11296.83,Debit Card,INSUFFICIENT_FUNDS,payment_failure,1,2026-09-01 10:27:12,0
TXN10291,CUST8620,12104.01,UPI,UPI_TIMEOUT,payment_failure,4,2026-08-28 17:34:22,1
TXN10292,CUST5706,14038.41,Net Banking,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-06 13:49:49,1
TXN10293,CUST8272,12265.01,Net Banking,UPI_TIMEOUT,payment_failure,1,2026-08-19 15:44:26,1
TXN10294,CUST2939,1737.05,Credit Card,SUBSCRIPTION_PAUSED,subscription_lapsed,1,2026-08-26 02:52:41,1
TXN10295,CUST9261,8514.45,Debit Card,UPI_TIMEOUT,payment_failure,2,2026-08-14 15:07:16,1
TXN10296,CUST1224,9523.96,Credit Card,UPI_TIMEOUT,payment_failure,2,2026-08-07 15:37:52,1
TXN10297,CUST9948,2554.73,Credit Card,MANDATE_REVOKED,subscription_lapsed,2,2026-08-14 06:23:12,0
TXN10298,CUST4111,6187.47,UPI,BANK_SERVER_DOWN,payment_failure,2,2026-08-26 09:03:44,0
TXN10299,CUST6465,5785.73,UPI,CHECKOUT_TIMEOUT,checkout_abandonment,1,2026-09-02 13:18:33,1
TXN10300,CUST8406,7415.68,Credit Card,WRONG_OTP,payment_failure,1,2026-08-06 04:14:19,1
TXN10301,CUST8898,204936.81,UPI,INVOICE_OVERDUE,b2b_receivable,1,2026-09-03 14:17:41,1
TXN10302,CUST1430,4322.09,Credit Card,UPI_TIMEOUT,payment_failure,3,2026-08-05 01:16:15,0
TXN10303,CUST9311,10757.58,Net Banking,UPI_TIMEOUT,payment_failure,3,2026-09-01 23:32:21,0
TXN10304,CUST8905,4681.37,Credit Card,CHECKOUT_TIMEOUT,checkout_abandonment,2,2026-08-21 19:24:56,0
TXN10305,CUST8777,13621.36,Net Banking,INSUFFICIENT_FUNDS,payment_failure,3,2026-09-03 05:40:24,0
TXN10306,CUST2245,14619.96,UPI,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-21 06:47:18,1
TXN10307,CUST9409,4601.02,Debit Card,CHECKOUT_TIMEOUT,checkout_abandonment,1,2026-09-02 17:06:22,1
TXN10308,CUST2857,5555.33,Debit Card,PROMO_INVALID,checkout_abandonment,1,2026-09-03 06:06:53,0
TXN10309,CUST8972,783.85,UPI,MANDATE_REVOKED,subscription_lapsed,2,2026-08-19 00:52:22,0
TXN10310,CUST8170,6358.85,Debit Card,CART_ABANDONED,checkout_abandonment,2,2026-08-16 13:50:20,1
TXN10311,CUST6374,3659.8,UPI,UPI_TIMEOUT,payment_failure,2,2026-08-27 08:04:47,0
TXN10312,CUST5533,2194.79,Credit Card,CART_ABANDONED,checkout_abandonment,2,2026-08-08 18:05:13,0
TXN10313,CUST7163,11166.08,UPI,UPI_TIMEOUT,payment_failure,1,2026-08-27 14:31:56,1
TXN10314,CUST2097,9482.58,Debit Card,BANK_SERVER_DOWN,payment_failure,1,2026-09-01 06:08:30,0
TXN10315,CUST1939,825.9,Debit Card,INSUFFICIENT_FUNDS,payment_failure,2,2026-08-06 03:11:06,0
TXN10316,CUST8248,10891.72,Credit Card,INSUFFICIENT_FUNDS,payment_failure,3,2026-08-14 14:59:55,0
TXN10317,CUST4920,8517.43,Debit Card,UPI_TIMEOUT,payment_failure,1,2026-08-10 01:11:52,1
TXN10318,CUST3522,1578.59,UPI,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-09 09:48:31,1
TXN10319,CUST5703,4793.35,Net Banking,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-27 14:33:34,0
TXN10320,CUST8684,11335.14,Net Banking,INSUFFICIENT_FUNDS,payment_failure,1,2026-09-01 16:57:16,1
TXN10321,CUST8794,115.68,Net Banking,MANDATE_REVOKED,subscription_lapsed,1,2026-08-26 21:04:10,0
TXN10322,CUST9814,933.14,UPI,CART_ABANDONED,checkout_abandonment,1,2026-08-20 17:10:58,0
TXN10323,CUST9381,479023.73,Net Banking,CREDIT_LIMIT_HIT,b2b_receivable,1,2026-08-28 11:44:44,0
TXN10324,CUST1775,133703.69,Net Banking,INVOICE_OVERDUE,b2b_receivable,1,2026-08-20 15:51:48,1
TXN10325,CUST9270,12060.77,Debit Card,INSUFFICIENT_FUNDS,payment_failure,4,2026-08-12 02:11:30,0
TXN10326,CUST7818,12204.71,Debit Card,UPI_TIMEOUT,payment_failure,1,2026-08-09 09:15:56,1
TXN10327,CUST5397,2709.0,Net Banking,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-15 15:07:27,1
TXN10328,CUST8692,5522.1,Net Banking,UPI_TIMEOUT,payment_failure,1,2026-08-11 01:17:14,0
TXN10329,CUST2275,12953.97,UPI,UPI_TIMEOUT,payment_failure,1,2026-09-01 16:13:34,1
TXN10330,CUST2294,12108.12,Debit Card,BANK_SERVER_DOWN,payment_failure,1,2026-08-26 13:29:57,0
TXN10331,CUST2898,12813.13,Debit Card,CARD_EXPIRED,payment_failure,3,2026-09-02 13:20:38,0
TXN10332,CUST7502,9372.38,Debit Card,UPI_TIMEOUT,payment_failure,3,2026-08-30 21:33:31,1
TXN10333,CUST5888,3078.44,UPI,INSUFFICIENT_FUNDS,payment_failure,3,2026-08-12 04:27:19,0
TXN10334,CUST3298,7402.21,Credit Card,INSUFFICIENT_FUNDS,payment_failure,2,2026-08-17 15:25:07,0
TXN10335,CUST1510,1723.09,Debit Card,MANDATE_EXPIRED,subscription_lapsed,1,2026-08-30 20:59:58,1
TXN10336,CUST7033,4514.9,Debit Card,INSUFFICIENT_FUNDS,payment_failure,2,2026-09-03 12:42:17,0
TXN10337,CUST4272,1941.59,UPI,WRONG_OTP,payment_failure,2,2026-08-17 19:33:08,0
TXN10338,CUST8300,189551.42,Debit Card,INVOICE_OVERDUE,b2b_receivable,1,2026-08-25 17:51:33,1
TXN10339,CUST9039,168266.28,Net Banking,INVOICE_OVERDUE,b2b_receivable,2,2026-08-26 04:50:54,0
TXN10340,CUST4315,829.16,Net Banking,CHECKOUT_TIMEOUT,checkout_abandonment,1,2026-08-07 14:55:29,1
TXN10341,CUST4978,8522.87,Net Banking,BANK_SERVER_DOWN,payment_failure,2,2026-08-15 05:09:36,1
TXN10342,CUST8763,1458.41,Debit Card,SUBSCRIPTION_PAUSED,subscription_lapsed,1,2026-08-06 16:29:17,1
TXN10343,CUST1027,13512.57,Credit Card,UPI_TIMEOUT,payment_failure,1,2026-08-09 09:35:27,1
TXN10344,CUST6424,1007.07,Credit Card,CHECKOUT_TIMEOUT,checkout_abandonment,3,2026-08-12 07:44:59,0
TXN10345,CUST3481,10567.41,Credit Card,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-16 05:48:36,0
TXN10346,CUST1328,9780.87,Credit Card,CARD_EXPIRED,payment_failure,1,2026-08-10 08:34:38,0
TXN10347,CUST5192,11736.77,UPI,BANK_SERVER_DOWN,payment_failure,2,2026-08-06 05:20:47,1
TXN10348,CUST8723,5905.13,Debit Card,SHIPPING_CONFUSION,checkout_abandonment,4,2026-08-12 12:58:05,0
TXN10349,CUST6877,1333.29,Debit Card,SHIPPING_CONFUSION,checkout_abandonment,3,2026-08-10 23:23:51,0
TXN10350,CUST8772,1912.81,Net Banking,UPI_TIMEOUT,payment_failure,1,2026-08-25 16:47:42,1
TXN10351,CUST3869,4646.71,UPI,UPI_TIMEOUT,payment_failure,2,2026-08-18 10:48:54,1
TXN10352,CUST3162,1250.05,UPI,INSUFFICIENT_FUNDS,payment_failure,4,2026-08-30 01:18:23,0
TXN10353,CUST4842,4050.85,Debit Card,CHECKOUT_TIMEOUT,checkout_abandonment,1,2026-08-06 08:26:10,0
TXN10354,CUST6766,7139.5,Debit Card,INSUFFICIENT_FUNDS,payment_failure,2,2026-08-30 23:15:38,0
TXN10355,CUST9019,5023.9,Net Banking,UPI_TIMEOUT,payment_failure,1,2026-08-11 22:54:36,1
TXN10356,CUST6883,14912.49,UPI,UPI_TIMEOUT,payment_failure,4,2026-08-30 13:35:01,0
TXN10357,CUST7652,2135.44,Net Banking,MANDATE_EXPIRED,subscription_lapsed,2,2026-08-28 03:32:36,0
TXN10358,CUST3591,1583.6,Credit Card,SHIPPING_CONFUSION,checkout_abandonment,1,2026-09-01 12:23:38,0
TXN10359,CUST2638,13949.4,UPI,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-25 23:07:54,0
TXN10360,CUST8751,12695.74,Debit Card,CARD_EXPIRED,payment_failure,2,2026-08-22 13:14:18,0
TXN10361,CUST8113,700.13,Credit Card,CART_ABANDONED,checkout_abandonment,4,2026-08-21 19:16:14,0
TXN10362,CUST5489,10390.85,Credit Card,UPI_TIMEOUT,payment_failure,3,2026-08-09 11:35:14,1
TXN10363,CUST2290,13204.96,Debit Card,BANK_SERVER_DOWN,payment_failure,1,2026-08-11 18:13:17,1
TXN10364,CUST8585,14685.1,UPI,UPI_TIMEOUT,payment_failure,2,2026-08-06 11:14:31,0
TXN10365,CUST6362,143189.58,Net Banking,PAYMENT_DISPUTE,b2b_receivable,2,2026-08-28 06:52:25,0
TXN10366,CUST7563,13260.23,Debit Card,INSUFFICIENT_FUNDS,payment_failure,2,2026-08-23 20:18:54,0
TXN10367,CUST7244,6522.0,Net Banking,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-05 06:05:04,0
TXN10368,CUST3315,1930.65,Debit Card,CHECKOUT_TIMEOUT,checkout_abandonment,1,2026-08-18 08:54:38,0
TXN10369,CUST3236,8358.27,Net Banking,UPI_TIMEOUT,payment_failure,1,2026-08-10 13:41:16,1
TXN10370,CUST7844,115091.27,Credit Card,INVOICE_OVERDUE,b2b_receivable,3,2026-08-16 17:57:40,0
TXN10371,CUST8259,713.33,Debit Card,PROMO_INVALID,checkout_abandonment,1,2026-08-08 12:29:07,0
TXN10372,CUST9589,1824.63,Net Banking,CART_ABANDONED,checkout_abandonment,2,2026-08-18 08:15:09,1
TXN10373,CUST8956,11072.32,Credit Card,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-16 07:08:43,1
TXN10374,CUST6846,14417.76,Debit Card,WRONG_OTP,payment_failure,1,2026-08-26 20:46:41,0
TXN10375,CUST1378,7528.47,Net Banking,SHIPPING_CONFUSION,checkout_abandonment,1,2026-08-17 06:49:51,1
TXN10376,CUST1256,2988.7,UPI,UPI_TIMEOUT,payment_failure,1,2026-08-26 22:33:14,1
TXN10377,CUST3463,8457.41,Net Banking,UPI_TIMEOUT,payment_failure,1,2026-08-30 04:23:19,1
TXN10378,CUST5825,8916.05,Credit Card,UPI_TIMEOUT,payment_failure,1,2026-08-25 11:10:00,1
TXN10379,CUST3662,2403.47,Credit Card,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-21 19:20:54,0
TXN10380,CUST2293,11999.7,Debit Card,INSUFFICIENT_FUNDS,payment_failure,3,2026-08-14 20:01:08,0
TXN10381,CUST1025,442.26,Credit Card,INSUFFICIENT_FUNDS,payment_failure,2,2026-08-06 04:12:00,0
TXN10382,CUST5614,1067.0,Credit Card,MANDATE_REVOKED,subscription_lapsed,1,2026-08-06 09:42:55,0
TXN10383,CUST1144,1981.25,Net Banking,CART_ABANDONED,checkout_abandonment,4,2026-08-12 23:29:34,0
TXN10384,CUST8289,2542.74,Debit Card,CART_ABANDONED,checkout_abandonment,2,2026-08-18 23:25:00,0
TXN10385,CUST3234,6630.16,UPI,CART_ABANDONED,checkout_abandonment,1,2026-08-14 10:52:08,0
TXN10386,CUST9849,1345.83,Debit Card,UPI_TIMEOUT,payment_failure,1,2026-08-10 16:41:13,1
TXN10387,CUST9785,12992.29,Debit Card,UPI_TIMEOUT,payment_failure,1,2026-08-12 16:28:44,1
TXN10388,CUST6918,3144.02,UPI,CART_ABANDONED,checkout_abandonment,2,2026-08-11 16:44:09,0
TXN10389,CUST3473,13254.19,Debit Card,WRONG_OTP,payment_failure,3,2026-08-14 19:18:32,0
TXN10390,CUST5102,6678.27,UPI,INSUFFICIENT_FUNDS,payment_failure,3,2026-08-12 05:59:41,0
TXN10391,CUST5365,251362.18,UPI,INVOICE_OVERDUE,b2b_receivable,4,2026-08-23 08:55:31,0
TXN10392,CUST7113,6434.93,Debit Card,CHECKOUT_TIMEOUT,checkout_abandonment,4,2026-08-25 14:18:16,1
TXN10393,CUST2463,8473.23,Credit Card,WRONG_OTP,payment_failure,4,2026-08-19 12:35:15,0
TXN10394,CUST3091,5174.05,Net Banking,UPI_TIMEOUT,payment_failure,2,2026-08-09 13:44:33,0
TXN10395,CUST7347,811.59,Net Banking,PLAN_UPGRADE_FAILED,subscription_lapsed,4,2026-08-11 03:01:47,0
TXN10396,CUST4796,4022.46,Debit Card,CHECKOUT_TIMEOUT,checkout_abandonment,1,2026-08-10 11:34:36,0
TXN10397,CUST7274,14006.15,Credit Card,INSUFFICIENT_FUNDS,payment_failure,4,2026-08-08 13:59:34,0
TXN10398,CUST4084,14322.58,UPI,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-27 12:33:59,0
TXN10399,CUST7430,4546.83,Net Banking,PROMO_INVALID,checkout_abandonment,2,2026-09-03 21:29:43,1
TXN10400,CUST3192,6947.17,Debit Card,BANK_SERVER_DOWN,payment_failure,1,2026-08-29 12:14:35,0
TXN10401,CUST1291,7576.65,Debit Card,UPI_TIMEOUT,payment_failure,1,2026-08-19 00:05:08,1
TXN10402,CUST5951,3475.46,UPI,BANK_SERVER_DOWN,payment_failure,2,2026-08-12 22:53:29,1
TXN10403,CUST6633,7591.69,Debit Card,CHECKOUT_TIMEOUT,checkout_abandonment,1,2026-09-03 17:34:40,0
TXN10404,CUST5402,12461.36,Net Banking,WRONG_OTP,payment_failure,1,2026-08-20 03:03:38,0
TXN10405,CUST3409,354198.42,Net Banking,INVOICE_OVERDUE,b2b_receivable,3,2026-08-18 21:27:01,0
TXN10406,CUST9981,6196.96,Debit Card,CART_ABANDONED,checkout_abandonment,2,2026-08-27 13:47:40,0
TXN10407,CUST1396,3484.0,Debit Card,CART_ABANDONED,checkout_abandonment,1,2026-08-08 10:55:48,1
TXN10408,CUST3056,1143.83,Net Banking,SUBSCRIPTION_PAUSED,subscription_lapsed,1,2026-08-14 03:28:27,0
TXN10409,CUST2052,2431.44,Net Banking,UPI_TIMEOUT,payment_failure,2,2026-08-08 06:38:47,0
TXN10410,CUST7690,8862.46,Net Banking,UPI_TIMEOUT,payment_failure,4,2026-09-02 04:44:50,0
TXN10411,CUST4919,11326.05,Debit Card,INSUFFICIENT_FUNDS,payment_failure,2,2026-08-18 20:31:22,0
TXN10412,CUST5934,7450.37,UPI,CART_ABANDONED,checkout_abandonment,2,2026-08-22 18:56:10,0
TXN10413,CUST5341,4762.94,Net Banking,CARD_EXPIRED,payment_failure,1,2026-09-01 16:15:48,0
TXN10414,CUST1901,1475.04,Net Banking,UPI_TIMEOUT,payment_failure,1,2026-08-22 01:59:29,1
TXN10415,CUST7704,2628.66,Credit Card,UPI_TIMEOUT,payment_failure,3,2026-08-23 13:52:05,0
TXN10416,CUST5329,1637.4,UPI,CART_ABANDONED,checkout_abandonment,1,2026-09-02 23:54:49,1
TXN10417,CUST6375,13562.65,Credit Card,CARD_EXPIRED,payment_failure,2,2026-08-12 15:46:52,0
TXN10418,CUST5597,4049.17,UPI,SHIPPING_CONFUSION,checkout_abandonment,1,2026-08-25 08:11:08,0
TXN10419,CUST1436,14702.47,Debit Card,WRONG_OTP,payment_failure,2,2026-08-05 11:38:06,0
TXN10420,CUST7911,7665.73,Credit Card,CART_ABANDONED,checkout_abandonment,2,2026-08-25 14:46:13,0
TXN10421,CUST3321,13824.02,UPI,UPI_TIMEOUT,payment_failure,1,2026-08-25 04:39:35,0
TXN10422,CUST2606,449694.51,Credit Card,CREDIT_LIMIT_HIT,b2b_receivable,2,2026-08-31 19:50:46,0
TXN10423,CUST3519,1882.17,Net Banking,SHIPPING_CONFUSION,checkout_abandonment,2,2026-08-07 15:45:46,0
TXN10424,CUST7653,14358.38,Net Banking,UPI_TIMEOUT,payment_failure,1,2026-08-07 03:39:15,0
TXN10425,CUST8348,11580.56,Net Banking,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-14 21:01:39,0
TXN10426,CUST8006,454681.24,Debit Card,PAYMENT_DISPUTE,b2b_receivable,1,2026-08-08 21:13:21,0
TXN10427,CUST7338,1200.72,UPI,BANK_SERVER_DOWN,payment_failure,1,2026-08-20 15:23:59,1
TXN10428,CUST8265,4029.8,UPI,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-23 02:53:35,1
TXN10429,CUST1862,1351.81,Debit Card,UPI_TIMEOUT,payment_failure,1,2026-08-20 12:39:36,1
TXN10430,CUST4012,4916.59,Net Banking,WRONG_OTP,payment_failure,1,2026-08-17 23:14:56,1
TXN10431,CUST1916,9921.25,Debit Card,UPI_TIMEOUT,payment_failure,1,2026-08-28 15:04:55,0
TXN10432,CUST5566,11493.41,Credit Card,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-25 00:30:44,0
TXN10433,CUST1941,7466.21,Net Banking,CHECKOUT_TIMEOUT,checkout_abandonment,2,2026-08-16 02:27:33,0
TXN10434,CUST9548,5559.75,Net Banking,INSUFFICIENT_FUNDS,payment_failure,2,2026-09-01 21:33:58,0
TXN10435,CUST5578,2888.04,UPI,MANDATE_REVOKED,subscription_lapsed,1,2026-08-08 00:44:38,0
TXN10436,CUST3233,1498.18,UPI,CART_ABANDONED,checkout_abandonment,1,2026-09-02 20:03:48,0
TXN10437,CUST8923,7045.95,Debit Card,PROMO_INVALID,checkout_abandonment,2,2026-09-03 04:53:51,0
TXN10438,CUST2169,5457.36,Debit Card,UPI_TIMEOUT,payment_failure,2,2026-08-24 21:34:00,0
TXN10439,CUST3988,6020.28,Debit Card,CART_ABANDONED,checkout_abandonment,1,2026-08-09 17:51:31,0
TXN10440,CUST2761,4363.36,Net Banking,UPI_TIMEOUT,payment_failure,1,2026-08-30 16:36:36,1
TXN10441,CUST8798,298896.61,Debit Card,CREDIT_LIMIT_HIT,b2b_receivable,1,2026-08-25 03:16:57,0
TXN10442,CUST7068,234561.52,Credit Card,PAYMENT_DISPUTE,b2b_receivable,3,2026-08-14 06:32:56,0
TXN10443,CUST2505,3125.91,Credit Card,CART_ABANDONED,checkout_abandonment,1,2026-09-02 10:18:37,0
TXN10444,CUST8842,1475.08,Debit Card,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-17 04:00:37,0
TXN10445,CUST1829,1560.38,Debit Card,CARD_EXPIRED,payment_failure,1,2026-08-13 16:21:53,0
TXN10446,CUST3378,995.1,Credit Card,PLAN_UPGRADE_FAILED,subscription_lapsed,1,2026-08-05 04:26:00,0
TXN10447,CUST8848,9363.43,Credit Card,UPI_TIMEOUT,payment_failure,2,2026-09-03 14:52:19,1
TXN10448,CUST3267,281601.28,UPI,INVOICE_OVERDUE,b2b_receivable,2,2026-08-07 01:34:31,0
TXN10449,CUST6073,4901.0,Net Banking,CART_ABANDONED,checkout_abandonment,1,2026-08-30 01:27:02,0
TXN10450,CUST7783,2533.62,Credit Card,MANDATE_EXPIRED,subscription_lapsed,2,2026-08-27 09:05:24,0
TXN10451,CUST7293,4157.85,Credit Card,INSUFFICIENT_FUNDS,payment_failure,1,2026-08-05 16:43:57,1
TXN10452,CUST8586,7207.55,Credit Card,WRONG_OTP,payment_failure,1,2026-08-17 15:54:11,0
TXN10453,CUST9317,2235.1,UPI,UPI_TIMEOUT,payment_failure,1,2026-08-09 08:10:52,0
TXN10454,CUST9897,1714.98,UPI,CART_ABANDONED,checkout_abandonment,2,2026-08-31 03:48:03,1
TXN10455,CUST9761,5624.92,UPI,UPI_TIMEOUT,payment_failure,1,2026-08-08 16:10:40,1
TXN10456,CUST8292,2207.92,UPI,UPI_TIMEOUT,payment_failure,1,2026-08-31 18:51:05,0
TXN10457,CUST3240,3013.14,Debit Card,UPI_TIMEOUT,payment_failure,2,2026-08-12 18:48:49,0
TXN10458,CUST6136,4701.18,UPI,CHECKOUT_TIMEOUT,checkout_abandonment,1,2026-08-27 22:19:13,1
TXN10459,CUST6431,2328.16,Net Banking,UPI_TIMEOUT,payment_failure,1,2026-08-10 23:50:29,0
TXN10460,CUST5033,1204.89,Credit Card,UPI_TIMEOUT,payment_failure,1,2026-08-26 11:54:04,0
TXN10461,CUST8939,12661.22,UPI,UPI_TIMEOUT,payment_failure,3,2026-08-22 11:51:04,0
TXN10462,CUST1996,13649.43,Debit Card,WRONG_OTP,payment_failure,1,2026-08-30 14:40:02,0
TXN10463,CUST3713,4011.73,UPI,CART_ABANDONED,checkout_abandonment,1,2026-08-09 22:28:26,1
TXN10464,CUST6381,10690.45,UPI,UPI_TIMEOUT,payment_failure,1,2026-08-09 08:19:27,1
TXN10465,CUST4268,1132.95,Net Banking,CARD_EXPIRED,payment_failure,1,2026-08-24 20:06:03,0
TXN10466,CUST9938,11550.76,Net Banking,WRONG_OTP,payment_failure,2,2026-08-31 14:11:18,1
